laureate_id,year,category,prize,motivation,prize_share,laureate_type,full_name,birth_date,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_date,death_city,death_country,decade,female_winner
440,1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,"""for their discovery of the cellular origin of retroviral oncogenes""",1/2,Individual,J. Michael Bishop,1936-02-22,"York, PA",United States of America,Male,University of California School of Medicine,"San Francisco, CA",United States of America,UNKOWN,UNKOWN,UNKOWN,1980,False
441,1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,"""for their discovery of the cellular origin of retroviral oncogenes""",1/2,Individual,Harold E. Varmus,1939-12-18,"Oceanside, NY",United States of America,Male,University of California School of Medicine,"San Francisco, CA",United States of America,UNKOWN,UNKOWN,UNKOWN,1980,False
442,1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",1/2,Individual,Joseph E. Murray,1919-04-01,"Milford, MA",United States of America,Male,Brigham and Women's Hospital,"Boston, MA",United States of America,2012-11-26,"Boston, MA",United States of America,1990,False
443,1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",1/2,Individual,E. Donnall Thomas,1920-03-15,"Mart, TX",United States of America,Male,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,2012-10-20,"Seattle, WA",United States of America,1990,False
444,1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,"""for their discoveries concerning the function of single ion channels in cells""",1/2,Individual,Erwin Neher,1944-03-20,Landsberg,Germany,Male,Max-Planck-Institut für Biophysikalische Chemie,Göttingen,Federal Republic of Germany,UNKOWN,UNKOWN,UNKOWN,1990,False
445,1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,"""for their discoveries concerning the function of single ion channels in cells""",1/2,Individual,Bert Sakmann,1942-06-12,Stuttgart,Germany,Male,Max-Planck-Institut für medizinische Forschung,Heidelberg,Federal Republic of Germany,UNKOWN,UNKOWN,UNKOWN,1990,False
446,1992,Medicine,The Nobel Prize in Physiology or Medicine 1992,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",1/2,Individual,Edmond H. Fischer,1920-04-06,Shanghai,China,Male,University of Washington,"Seattle, WA",United States of America,UNKOWN,UNKOWN,UNKOWN,1990,False
447,1992,Medicine,The Nobel Prize in Physiology or Medicine 1992,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",1/2,Individual,Edwin G. Krebs,1918-06-06,"Lansing, IA",United States of America,Male,University of Washington,"Seattle, WA",United States of America,2009-12-21,"Seattle, WA",United States of America,1990,False
448,1993,Medicine,The Nobel Prize in Physiology or Medicine 1993,"""for their discoveries of split genes""",1/2,Individual,Richard J. Roberts,1943-09-06,Derby,United Kingdom,Male,New England Biolabs,"Beverly, MA",United States of America,UNKOWN,UNKOWN,UNKOWN,1990,False
449,1993,Medicine,The Nobel Prize in Physiology or Medicine 1993,"""for their discoveries of split genes""",1/2,Individual,Phillip A. Sharp,1944-06-06,"Falmouth, KY",United States of America,Male,"Massachusetts Institute of Technology (MIT), Center for Cancer Research","Cambridge, MA",United States of America,UNKOWN,UNKOWN,UNKOWN,1990,False
450,1994,Medicine,The Nobel Prize in Physiology or Medicine 1994,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",1/2,Individual,Alfred G. Gilman,1941-07-01,"New Haven, CT",United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,2015-12-23,"Dallas, TX",United States of America,1990,False
451,1994,Medicine,The Nobel Prize in Physiology or Medicine 1994,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",1/2,Individual,Martin Rodbell,1925-12-01,"Baltimore, MD",United States of America,Male,National Institute of Environmental Health Sciences,"Research Triangle Park, NC",United States of America,1998-12-07,"Chapel Hill, NC",United States of America,1990,False
452,1995,Medicine,The Nobel Prize in Physiology or Medicine 1995,"""for their discoveries concerning the genetic control of early embryonic development""",1/3,Individual,Edward B. Lewis,1918-05-20,"Wilkes-Barre, PA",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,2004-07-21,"Pasadena, CA",United States of America,1990,False
453,1995,Medicine,The Nobel Prize in Physiology or Medicine 1995,"""for their discoveries concerning the genetic control of early embryonic development""",1/3,Individual,Christiane Nüsslein-Volhard,1942-10-20,Magdeburg,Germany,Female,Max-Planck-Institut für Entwicklungsbiologie,Tübingen,Federal Republic of Germany,UNKOWN,UNKOWN,UNKOWN,1990,True
454,1995,Medicine,The Nobel Prize in Physiology or Medicine 1995,"""for their discoveries concerning the genetic control of early embryonic development""",1/3,Individual,Eric F. Wieschaus,1947-06-08,"South Bend, IN",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,UNKOWN,UNKOWN,UNKOWN,1990,False
455,1996,Medicine,The Nobel Prize in Physiology or Medicine 1996,"""for their discoveries concerning the specificity of the cell mediated immune defence""",1/2,Individual,Peter C. Doherty,1940-10-15,Brisbane,Australia,Male,St. Jude Children's Research Hospital,"Memphis, TN",United States of America,UNKOWN,UNKOWN,UNKOWN,1990,False
456,1996,Medicine,The Nobel Prize in Physiology or Medicine 1996,"""for their discoveries concerning the specificity of the cell mediated immune defence""",1/2,Individual,Rolf M. Zinkernagel,1944-01-06,Basel,Switzerland,Male,"University of Zurich, Institute of Experimental Immunology",Zurich,Switzerland,UNKOWN,UNKOWN,UNKOWN,1990,False
457,1997,Medicine,The Nobel Prize in Physiology or Medicine 1997,"""for his discovery of Prions - a new biological principle of infection""",1/1,Individual,Stanley B. Prusiner,1942-05-28,"Des Moines, IA",United States of America,Male,University of California School of Medicine,"San Francisco, CA",United States of America,UNKOWN,UNKOWN,UNKOWN,1990,False
458,1998,Medicine,The Nobel Prize in Physiology or Medicine 1998,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",1/3,Individual,Robert F. Furchgott,1916-06-04,"Charleston, SC",United States of America,Male,SUNY Health Science Center,"Brooklyn, NY",United States of America,2009-05-19,"Seattle, WA",United States of America,1990,False
459,1998,Medicine,The Nobel Prize in Physiology or Medicine 1998,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",1/3,Individual,Louis J. Ignarro,1941-05-31,"Brooklyn, NY",United States of America,Male,University of California School of Medicine,"Los Angeles, CA",United States of America,UNKOWN,UNKOWN,UNKOWN,1990,False
460,1998,Medicine,The Nobel Prize in Physiology or Medicine 1998,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",1/3,Individual,Ferid Murad,1936-09-14,"Whiting, IN",United States of America,Male,University of Texas Medical School at Houston,"Houston, TX",United States of America,UNKOWN,UNKOWN,UNKOWN,1990,False
461,1999,Medicine,The Nobel Prize in Physiology or Medicine 1999,"""for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell""",1/1,Individual,Günter Blobel,1936-05-21,Waltersdorf (Niegoslawice),Germany (Poland),Male,Rockefeller University,"New York, NY",United States of America,UNKOWN,UNKOWN,UNKOWN,1990,False
462,1901,Peace,The Nobel Peace Prize 1901,No Motivation,1/2,Individual,Jean Henry Dunant,1828-05-08,Geneva,Switzerland,Male,UNKOWN,UNKOWN,UNKOWN,1910-10-30,Heiden,Switzerland,1900,False
463,1901,Peace,The Nobel Peace Prize 1901,No Motivation,1/2,Individual,Frédéric Passy,1822-05-20,Paris,France,Male,UNKOWN,UNKOWN,UNKOWN,1912-06-12,Paris,France,1900,False
464,1902,Peace,The Nobel Peace Prize 1902,No Motivation,1/2,Individual,Élie Ducommun,1833-02-19,Geneva,Switzerland,Male,UNKOWN,UNKOWN,UNKOWN,1906-12-07,Bern,Switzerland,1900,False
465,1902,Peace,The Nobel Peace Prize 1902,No Motivation,1/2,Individual,Charles Albert Gobat,1843-05-21,Tramelan,Switzerland,Male,UNKOWN,UNKOWN,UNKOWN,1914-03-16,Bern,Switzerland,1900,False
466,1903,Peace,The Nobel Peace Prize 1903,No Motivation,1/1,Individual,William Randal Cremer,1828-03-18,Fareham,United Kingdom,Male,UNKOWN,UNKOWN,UNKOWN,1908-07-22,London,United Kingdom,1900,False
467,1904,Peace,The Nobel Peace Prize 1904,No Motivation,1/1,Organization,Institut de droit international (Institute of International Law),UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1900,False
468,1905,Peace,The Nobel Peace Prize 1905,No Motivation,1/1,Individual,"Baroness Bertha Sophie Felicita von Suttner, née Countess Kinsky von Chinic und Tettau",1843-06-09,Prague,Austrian Empire (Czech Republic),Female,UNKOWN,UNKOWN,UNKOWN,1914-06-21,Vienna,Austria,1900,True
470,1906,Peace,The Nobel Peace Prize 1906,No Motivation,1/1,Individual,Theodore Roosevelt,1858-10-27,"New York, NY",United States of America,Male,UNKOWN,UNKOWN,UNKOWN,1919-01-06,"Oyster Bay, NY",United States of America,1900,False
471,1907,Peace,The Nobel Peace Prize 1907,No Motivation,1/2,Individual,Ernesto Teodoro Moneta,1833-09-20,Milan,Austrian Empire (Italy),Male,UNKOWN,UNKOWN,UNKOWN,1918-02-10,Milan,Italy,1900,False
472,1907,Peace,The Nobel Peace Prize 1907,No Motivation,1/2,Individual,Louis Renault,1843-05-21,Autun,France,Male,Sorbonne University,Paris,France,1918-02-08,Barbizon,France,1900,False
473,1908,Peace,The Nobel Peace Prize 1908,No Motivation,1/2,Individual,Klas Pontus Arnoldson,1844-10-27,Gothenburg,Sweden,Male,UNKOWN,UNKOWN,UNKOWN,1916-02-20,Stockholm,Sweden,1900,False
474,1908,Peace,The Nobel Peace Prize 1908,No Motivation,1/2,Individual,Fredrik Bajer,1837-04-21,Næstved,Denmark,Male,UNKOWN,UNKOWN,UNKOWN,1922-01-22,Copenhagen,Denmark,1900,False
475,1909,Peace,The Nobel Peace Prize 1909,No Motivation,1/2,Individual,Auguste Marie François Beernaert,1829-07-26,Ostend,Belgium,Male,UNKOWN,UNKOWN,UNKOWN,1912-10-06,Lucerne,Switzerland,1900,False
476,1909,Peace,The Nobel Peace Prize 1909,No Motivation,1/2,Individual,"Paul Henri Benjamin Balluet d'Estournelles de Constant, Baron de Constant de Rebecque",1852-11-22,La Flèche,France,Male,UNKOWN,UNKOWN,UNKOWN,1924-05-15,Paris,France,1900,False
477,1910,Peace,The Nobel Peace Prize 1910,No Motivation,1/1,Organization,Bureau international permanent de la Paix (Permanent International Peace Bureau),UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1910,False
478,1911,Peace,The Nobel Peace Prize 1911,No Motivation,1/2,Individual,Tobias Michael Carel Asser,1838-04-28,Amsterdam,Netherlands,Male,UNKOWN,UNKOWN,UNKOWN,1913-07-29,the Hague,Netherlands,1910,False
479,1911,Peace,The Nobel Peace Prize 1911,No Motivation,1/2,Individual,Alfred Hermann Fried,1864-11-11,Vienna,Austria,Male,UNKOWN,UNKOWN,UNKOWN,1921-05-05,Vienna,Austria,1910,False
480,1912,Peace,The Nobel Peace Prize 1912,No Motivation,1/1,Individual,Elihu Root,1845-02-15,"Clinton, NY",United States of America,Male,UNKOWN,UNKOWN,UNKOWN,1937-02-07,"New York, NY",United States of America,1910,False
481,1913,Peace,The Nobel Peace Prize 1913,No Motivation,1/1,Individual,Henri La Fontaine,1854-04-22,Brussels,Belgium,Male,UNKOWN,UNKOWN,UNKOWN,1943-05-14,Brussels,Belgium,1910,False
482,1944,Peace,The Nobel Peace Prize 1944,No Motivation,1/1,Organization,Comité international de la Croix Rouge (International Committee of the Red Cross),UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1940,False
482,1917,Peace,The Nobel Peace Prize 1917,No Motivation,1/1,Organization,Comité international de la Croix Rouge (International Committee of the Red Cross),UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1910,False
482,1963,Peace,The Nobel Peace Prize 1963,No Motivation,1/2,Organization,Comité international de la Croix Rouge (International Committee of the Red Cross),UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1960,False
483,1919,Peace,The Nobel Peace Prize 1919,No Motivation,1/1,Individual,Thomas Woodrow Wilson,1856-12-28,"Staunton, VA",United States of America,Male,UNKOWN,UNKOWN,UNKOWN,1924-02-03,"Washington, DC",United States of America,1910,False
484,1920,Peace,The Nobel Peace Prize 1920,No Motivation,1/1,Individual,Léon Victor Auguste Bourgeois,1851-05-21,Paris,France,Male,UNKOWN,UNKOWN,UNKOWN,1925-09-29,Épernay,France,1920,False
485,1921,Peace,The Nobel Peace Prize 1921,No Motivation,1/2,Individual,Karl Hjalmar Branting,1860-11-23,Stockholm,Sweden,Male,UNKOWN,UNKOWN,UNKOWN,1925-02-24,Stockholm,Sweden,1920,False
486,1921,Peace,The Nobel Peace Prize 1921,No Motivation,1/2,Individual,Christian Lous Lange,1869-09-17,Stavanger,Norway,Male,UNKOWN,UNKOWN,UNKOWN,1938-12-11,Oslo,Norway,1920,False
487,1922,Peace,The Nobel Peace Prize 1922,No Motivation,1/1,Individual,Fridtjof Nansen,1861-10-10,Kristiania (Oslo),Norway,Male,UNKOWN,UNKOWN,UNKOWN,1930-05-13,Oslo,Norway,1920,False
488,1925,Peace,The Nobel Peace Prize 1925,No Motivation,1/2,Individual,Sir Austen Chamberlain,1863-10-16,Birmingham,United Kingdom,Male,UNKOWN,UNKOWN,UNKOWN,1937-03-16,London,United Kingdom,1920,False
489,1925,Peace,The Nobel Peace Prize 1925,No Motivation,1/2,Individual,Charles Gates Dawes,1865-08-27,"Marietta, OH",United States of America,Male,UNKOWN,UNKOWN,UNKOWN,1951-04-23,"Evanston, IL",United States of America,1920,False
490,1926,Peace,The Nobel Peace Prize 1926,No Motivation,1/2,Individual,Aristide Briand,1862-03-28,Nantes,France,Male,UNKOWN,UNKOWN,UNKOWN,1932-03-07,Paris,France,1920,False
491,1926,Peace,The Nobel Peace Prize 1926,No Motivation,1/2,Individual,Gustav Stresemann,1878-05-10,Berlin,Germany,Male,UNKOWN,UNKOWN,UNKOWN,1929-10-03,Berlin,Germany,1920,False
492,1927,Peace,The Nobel Peace Prize 1927,No Motivation,1/2,Individual,Ferdinand Buisson,1841-12-20,Paris,France,Male,UNKOWN,UNKOWN,UNKOWN,1932-02-16,Thieuloy-Saint-Antoine,France,1920,False
493,1927,Peace,The Nobel Peace Prize 1927,No Motivation,1/2,Individual,Ludwig Quidde,1858-03-23,Bremen,Germany,Male,UNKOWN,UNKOWN,UNKOWN,1941-03-04,Geneva,Switzerland,1920,False
494,1929,Peace,The Nobel Peace Prize 1929,No Motivation,1/1,Individual,Frank Billings Kellogg,1856-12-22,"Potsdam, NY",United States of America,Male,UNKOWN,UNKOWN,UNKOWN,1937-12-21,"St. Paul, MN",United States of America,1920,False
495,1930,Peace,The Nobel Peace Prize 1930,No Motivation,1/1,Individual,Lars Olof Jonathan (Nathan) Söderblom,1866-01-15,Trönö,Sweden,Male,UNKOWN,UNKOWN,UNKOWN,1931-07-12,Uppsala,Sweden,1930,False
496,1931,Peace,The Nobel Peace Prize 1931,No Motivation,1/2,Individual,Jane Addams,1860-09-06,"Cedarville, IL",United States of America,Female,UNKOWN,UNKOWN,UNKOWN,1935-05-21,"Chicago, IL",United States of America,1930,True
497,1931,Peace,The Nobel Peace Prize 1931,No Motivation,1/2,Individual,Nicholas Murray Butler,1862-04-02,"Elizabeth, NJ",United States of America,Male,Columbia University,"New York, NY",United States of America,1947-12-07,"New York, NY",United States of America,1930,False
498,1933,Peace,The Nobel Peace Prize 1933,No Motivation,1/1,Individual,Sir Norman Angell (Ralph Lane),1872-12-26,Holbeach,United Kingdom,Male,UNKOWN,UNKOWN,UNKOWN,1967-10-07,Croydon,United Kingdom,1930,False
499,1934,Peace,The Nobel Peace Prize 1934,No Motivation,1/1,Individual,Arthur Henderson,1863-09-13,Glasgow,Scotland,Male,UNKOWN,UNKOWN,UNKOWN,1935-10-20,London,United Kingdom,1930,False
500,1935,Peace,The Nobel Peace Prize 1935,No Motivation,1/1,Individual,Carl von Ossietzky,1889-10-03,Hamburg,Germany,Male,UNKOWN,UNKOWN,UNKOWN,1938-05-04,Berlin,Germany,1930,False
501,1936,Peace,The Nobel Peace Prize 1936,No Motivation,1/1,Individual,Carlos Saavedra Lamas,1878-11-01,Buenos Aires,Argentina,Male,UNKOWN,UNKOWN,UNKOWN,1959-05-05,Buenos Aires,Argentina,1930,False
502,1937,Peace,The Nobel Peace Prize 1937,No Motivation,1/1,Individual,"Cecil of Chelwood, Viscount (Lord Edgar Algernon Robert Gascoyne Cecil)",1864-09-14,London,United Kingdom,Male,UNKOWN,UNKOWN,UNKOWN,1958-11-24,Tunbridge Wells,United Kingdom,1930,False
503,1938,Peace,The Nobel Peace Prize 1938,No Motivation,1/1,Organization,Office international Nansen pour les Réfugiés (Nansen International Office for Refugees),UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1930,False
505,1945,Peace,The Nobel Peace Prize 1945,No Motivation,1/1,Individual,Cordell Hull,1871-10-02,"Olympus, TN",United States of America,Male,UNKOWN,UNKOWN,UNKOWN,1955-07-23,"Bethesda, MD",United States of America,1940,False
506,1946,Peace,The Nobel Peace Prize 1946,No Motivation,1/2,Individual,Emily Greene Balch,1867-01-08,"Jamaica Plain, MA (Boston)",United States of America,Female,UNKOWN,UNKOWN,UNKOWN,1961-01-09,"Cambridge, MA",United States of America,1940,True
507,1946,Peace,The Nobel Peace Prize 1946,No Motivation,1/2,Individual,John Raleigh Mott,1865-05-25,"Livingston Manor, NY",United States of America,Male,UNKOWN,UNKOWN,UNKOWN,1955-01-31,UNKOWN,United States of America,1940,False
508,1947,Peace,The Nobel Peace Prize 1947,No Motivation,1/2,Organization,Friends Service Council (The Quakers),UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1940,False
509,1947,Peace,The Nobel Peace Prize 1947,No Motivation,1/2,Organization,American Friends Service Committee (The Quakers),UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1940,False
510,1949,Peace,The Nobel Peace Prize 1949,No Motivation,1/1,Individual,Lord (John) Boyd Orr of Brechin,1880-09-23,Kilmaurs,Scotland,Male,UNKOWN,UNKOWN,UNKOWN,1971-06-25,Edzell,Scotland,1940,False
511,1950,Peace,The Nobel Peace Prize 1950,No Motivation,1/1,Individual,Ralph Bunche,1904-08-07,"Detroit, MI",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,1971-12-09,"New York, NY",United States of America,1950,False
512,1951,Peace,The Nobel Peace Prize 1951,No Motivation,1/1,Individual,Léon Jouhaux,1879-07-01,Paris,France,Male,UNKOWN,UNKOWN,UNKOWN,1954-04-28,Paris,France,1950,False
513,1952,Peace,The Nobel Peace Prize 1952,No Motivation,1/1,Individual,Albert Schweitzer,1875-01-14,Kaysersberg,Germany (France),Male,UNKOWN,UNKOWN,UNKOWN,1965-09-04,Lambaréné,Gabon,1950,False
514,1953,Peace,The Nobel Peace Prize 1953,No Motivation,1/1,Individual,George Catlett Marshall,1880-12-31,"Uniontown, PA",United States of America,Male,UNKOWN,UNKOWN,UNKOWN,1959-10-16,"Washington, DC",United States of America,1950,False
515,1954,Peace,The Nobel Peace Prize 1954,No Motivation,1/1,Organization,Office of the United Nations High Commissioner for Refugees (UNHCR),UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1950,False
515,1981,Peace,The Nobel Peace Prize 1981,No Motivation,1/1,Organization,Office of the United Nations High Commissioner for Refugees (UNHCR),UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1980,False
516,1957,Peace,The Nobel Peace Prize 1957,No Motivation,1/1,Individual,Lester Bowles Pearson,1897-04-23,Toronto,Canada,Male,UNKOWN,UNKOWN,UNKOWN,1972-12-27,Ottawa,Canada,1950,False
517,1958,Peace,The Nobel Peace Prize 1958,No Motivation,1/1,Individual,Georges Pire,1910-02-10,Dinant,Belgium,Male,UNKOWN,UNKOWN,UNKOWN,1969-01-30,Leuven,Belgium,1950,False
518,1959,Peace,The Nobel Peace Prize 1959,No Motivation,1/1,Individual,Philip J. Noel-Baker,1889-11-01,London,United Kingdom,Male,UNKOWN,UNKOWN,UNKOWN,1982-10-08,London,United Kingdom,1950,False
519,1960,Peace,The Nobel Peace Prize 1960,No Motivation,1/1,Individual,Albert John Lutuli,1898-01-01,Bulawayo,Southern Rhodesia (Zimbabwe),Male,UNKOWN,UNKOWN,UNKOWN,1967-07-21,Stanger,South Africa,1960,False
520,1961,Peace,The Nobel Peace Prize 1961,No Motivation,1/1,Individual,Dag Hjalmar Agne Carl Hammarskjöld,1905-07-29,Jönköping,Sweden,Male,UNKOWN,UNKOWN,UNKOWN,1961-09-18,Ndola,Northern Rhodesia (Zambia),1960,False
523,1963,Peace,The Nobel Peace Prize 1963,No Motivation,1/2,Organization,Ligue des Sociétés de la Croix-Rouge (League of Red Cross Societies),UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1960,False
524,1964,Peace,The Nobel Peace Prize 1964,No Motivation,1/1,Individual,Martin Luther King Jr.,1929-01-15,"Atlanta, GA",United States of America,Male,UNKOWN,UNKOWN,UNKOWN,1968-04-04,"Memphis, TN",United States of America,1960,False
525,1965,Peace,The Nobel Peace Prize 1965,No Motivation,1/1,Organization,United Nations Children's Fund (UNICEF),UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1960,False
526,1968,Peace,The Nobel Peace Prize 1968,No Motivation,1/1,Individual,René Cassin,1887-10-05,Bayonne,France,Male,UNKOWN,UNKOWN,UNKOWN,1976-02-20,Paris,France,1960,False
527,1969,Peace,The Nobel Peace Prize 1969,No Motivation,1/1,Organization,International Labour Organization (I.L.O.),UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1960,False
528,1970,Peace,The Nobel Peace Prize 1970,No Motivation,1/1,Individual,Norman E. Borlaug,1914-03-25,"Cresco, IA",United States of America,Male,UNKOWN,UNKOWN,UNKOWN,2009-09-12,"Dallas, TX",United States of America,1970,False
529,1971,Peace,The Nobel Peace Prize 1971,No Motivation,1/1,Individual,Willy Brandt,1913-12-18,Lübeck,Germany,Male,UNKOWN,UNKOWN,UNKOWN,1992-10-08,Unkel,Germany,1970,False
530,1973,Peace,The Nobel Peace Prize 1973,No Motivation,1/2,Individual,Henry A. Kissinger,1923-05-27,Fürth,Germany,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1970,False
531,1973,Peace,The Nobel Peace Prize 1973,No Motivation,1/2,Organization,Le Duc Tho,1911-10-14,Nam Ha province,Vietnam,Male,UNKOWN,UNKOWN,UNKOWN,1990-10-13,Hanoi,Vietnam,1970,False
532,1974,Peace,The Nobel Peace Prize 1974,No Motivation,1/2,Individual,Seán MacBride,1904-01-26,Paris,France,Male,UNKOWN,UNKOWN,UNKOWN,1988-01-15,Dublin,Ireland,1970,False
533,1974,Peace,The Nobel Peace Prize 1974,No Motivation,1/2,Individual,Eisaku Sato,1901-03-27,Tabuse,Japan,Male,UNKOWN,UNKOWN,UNKOWN,1975-06-03,Tokyo,Japan,1970,False
534,1975,Peace,The Nobel Peace Prize 1975,No Motivation,1/1,Individual,Andrei Dmitrievich Sakharov,1921-05-21,Moscow,Russia,Male,UNKOWN,UNKOWN,UNKOWN,1989-12-14,Moscow,Union of Soviet Socialist Republics (Russia),1970,False
535,1976,Peace,The Nobel Peace Prize 1976,No Motivation,1/2,Individual,Betty Williams,1943-05-22,Belfast,Northern Ireland,Female,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1970,True
536,1976,Peace,The Nobel Peace Prize 1976,No Motivation,1/2,Individual,Mairead Corrigan,1944-01-27,Belfast,Northern Ireland,Female,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1970,True
537,1977,Peace,The Nobel Peace Prize 1977,No Motivation,1/1,Organization,Amnesty International,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1970,False
538,1978,Peace,The Nobel Peace Prize 1978,No Motivation,1/2,Individual,Mohamed Anwar al-Sadat,1918-12-25,Mit Abu al-Kawm,Egypt,Male,UNKOWN,UNKOWN,UNKOWN,1981-10-06,Cairo,Egypt,1970,False
539,1978,Peace,The Nobel Peace Prize 1978,No Motivation,1/2,Individual,Menachem Begin,1913-08-16,Brest Litovsk,Russian Empire (Belarus),Male,UNKOWN,UNKOWN,UNKOWN,1992-03-09,Tel Aviv,Israel,1970,False
540,1979,Peace,The Nobel Peace Prize 1979,No Motivation,1/1,Organization,Mother Teresa,1910-08-26,Uskup (Skopje),Ottoman Empire (Republic of Macedonia),Female,UNKOWN,UNKOWN,UNKOWN,1997-09-05,Calcutta,India,1970,True
541,1980,Peace,The Nobel Peace Prize 1980,No Motivation,1/1,Individual,Adolfo Pérez Esquivel,1931-11-26,Buenos Aires,Argentina,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1980,False
543,1982,Peace,The Nobel Peace Prize 1982,No Motivation,1/2,Individual,Alva Myrdal,1902-01-31,Uppsala,Sweden,Female,UNKOWN,UNKOWN,UNKOWN,1986-02-01,Stockholm,Sweden,1980,True
544,1982,Peace,The Nobel Peace Prize 1982,No Motivation,1/2,Individual,Alfonso García Robles,1911-03-20,Zamora,Mexico,Male,UNKOWN,UNKOWN,UNKOWN,1991-09-02,Mexico City,Mexico,1980,False
545,1983,Peace,The Nobel Peace Prize 1983,No Motivation,1/1,Individual,Lech Walesa,1943-09-29,Popowo,Poland,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1980,False
546,1984,Peace,The Nobel Peace Prize 1984,No Motivation,1/1,Individual,Desmond Mpilo Tutu,1931-10-07,Klerksdorp,South Africa,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1980,False
547,1985,Peace,The Nobel Peace Prize 1985,No Motivation,1/1,Organization,International Physicians for the Prevention of Nuclear War,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1980,False
548,1986,Peace,The Nobel Peace Prize 1986,No Motivation,1/1,Individual,Elie Wiesel,1928-09-30,Sighet,Romania,Male,UNKOWN,UNKOWN,UNKOWN,2016-07-02,"New York, NY",United States of America,1980,False
549,1987,Peace,The Nobel Peace Prize 1987,"""for his work for peace in Central America, efforts which led to the accord signed in Guatemala on August 7 this year""",1/1,Individual,Oscar Arias Sánchez,1941-09-13,Heredia,Costa Rica,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,1980,False
